2.000000000000000000e+00,9.600000000000000000e+01,5.600000000000000000e+01,2.400000000000000000e+01,5.600000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,4.096000000000000000e+03,5.120000000000000000e+02,1.600000000000000000e+01,1.280000000000000000e+02,1.280000000000000000e+02,5.120000000000000000e+02,2.700000000000000000e+01,7.815996225643715661e+03
8.000000000000000000e+00,8.800000000000000000e+01,7.200000000000000000e+01,4.800000000000000000e+01,1.120000000000000000e+02,8.000000000000000000e+00,1.000000000000000000e+00,1.638400000000000000e+04,1.024000000000000000e+03,8.000000000000000000e+00,5.120000000000000000e+02,1.280000000000000000e+02,1.024000000000000000e+03,1.200000000000000000e+01,1.105142119675888353e+03
8.000000000000000000e+00,1.520000000000000000e+02,1.600000000000000000e+01,6.400000000000000000e+01,9.600000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.048000000000000000e+03,1.024000000000000000e+03,1.600000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,5.120000000000000000e+02,2.700000000000000000e+01,3.995561635322327220e+03
6.000000000000000000e+00,1.200000000000000000e+02,8.000000000000000000e+00,1.600000000000000000e+01,5.600000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,3.276800000000000000e+04,5.120000000000000000e+02,3.200000000000000000e+01,5.120000000000000000e+02,5.120000000000000000e+02,1.024000000000000000e+03,1.500000000000000000e+01,1.419313835892395900e+03
8.000000000000000000e+00,6.400000000000000000e+01,6.400000000000000000e+01,1.600000000000000000e+01,8.800000000000000000e+01,1.200000000000000000e+01,4.000000000000000000e+00,3.276800000000000000e+04,2.560000000000000000e+02,8.000000000000000000e+00,2.560000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,2.400000000000000000e+01,1.759830582388102130e+03
8.000000000000000000e+00,1.040000000000000000e+02,1.600000000000000000e+01,6.400000000000000000e+01,4.800000000000000000e+01,1.400000000000000000e+01,6.000000000000000000e+00,8.192000000000000000e+03,5.120000000000000000e+02,1.600000000000000000e+01,1.280000000000000000e+02,6.400000000000000000e+01,5.120000000000000000e+02,3.600000000000000000e+01,2.504117441649913872e+03
6.000000000000000000e+00,1.440000000000000000e+02,4.800000000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+00,1.024000000000000000e+03,1.024000000000000000e+03,8.000000000000000000e+00,5.120000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,3.300000000000000000e+01,2.965624028774779163e+03
6.000000000000000000e+00,6.400000000000000000e+01,2.400000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,3.276800000000000000e+04,1.024000000000000000e+03,2.400000000000000000e+01,1.024000000000000000e+03,1.280000000000000000e+02,4.096000000000000000e+03,2.400000000000000000e+01,3.957351703149898640e+03
8.000000000000000000e+00,1.200000000000000000e+02,4.000000000000000000e+01,6.400000000000000000e+01,1.120000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,1.638400000000000000e+04,1.024000000000000000e+03,3.200000000000000000e+01,2.560000000000000000e+02,1.280000000000000000e+02,5.120000000000000000e+02,1.500000000000000000e+01,9.957828102647991955e+02
4.000000000000000000e+00,1.120000000000000000e+02,1.600000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,4.096000000000000000e+03,5.120000000000000000e+02,8.000000000000000000e+00,6.400000000000000000e+01,2.560000000000000000e+02,2.048000000000000000e+03,1.200000000000000000e+01,3.353928561414561500e+03
